"role_id","task_rank","masco_task_id","masco_code","task","task_source_level","source","source_page_pdf","source_url","source_retrieved_at","source_current_role_id","source_current_masco_code","source_current_role_title","source_current_url","masco_reference_version","masco2020_remap_method","masco2020_remap_confidence","masco2020_source_pdf_page","masco2020_source_url","profile_basis","source_current_masco_task_id","source_current_task_source_level"
"M112104","1","MASCO2020_112104_SRC_EMASCO_112104_01","112104","Develop and implement technology strategies to support business objectives.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_01","exact_occupation"
"M112104","10","MASCO2020_112104_SRC_EMASCO_112104_10","112104","Monitor emerging technology trends to maintain competitive advantage.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_10","exact_occupation"
"M112104","2","MASCO2020_112104_SRC_EMASCO_112104_02","112104","Coordinate cross-functional alignment to ensure products and services meet customer and market needs.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_02","exact_occupation"
"M112104","3","MASCO2020_112104_SRC_EMASCO_112104_03","112104","Lead and manage research and development (R&D) teams to drive innovation.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_03","exact_occupation"
"M112104","4","MASCO2020_112104_SRC_EMASCO_112104_04","112104","Oversee and govern software, hardware, and system development processes.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_04","exact_occupation"
"M112104","5","MASCO2020_112104_SRC_EMASCO_112104_05","112104","Evaluate and integrate new technologies to enhance products or services.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_05","exact_occupation"
"M112104","6","MASCO2020_112104_SRC_EMASCO_112104_06","112104","Establish and enforce cybersecurity policies to protect company data and IT systems.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_06","exact_occupation"
"M112104","7","MASCO2020_112104_SRC_EMASCO_112104_07","112104","Develop long-term technology plans, including staff training and development.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_07","exact_occupation"
"M112104","8","MASCO2020_112104_SRC_EMASCO_112104_08","112104","Manage technical budgets and allocate resources effectively.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_08","exact_occupation"
"M112104","9","MASCO2020_112104_SRC_EMASCO_112104_09","112104","Collaborate with stakeholders to align technology initiatives with business goals.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1121-04","2026-08-29T10:41:52+00:00","M112104","112104","Chief Technical Officer","https://emasco.mohr.gov.my/masco/1121-04","2020","exact_normalized_title","high","317","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=317","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_112104_09","exact_occupation"
"M121104","1","MASCO2020_121104_SRC_EMASCO_121101_01","121104","Develop, monitor, and update organisational budgets in alignment with strategic objectives.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1211-01","2026-08-29T10:41:52+00:00","M121101","121101","Budgeting/Financial Accounting Manager","https://emasco.mohr.gov.my/masco/1211-01","2020","reviewed_functional_equivalent","medium","318","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_121101_01","exact_occupation"
"M121104","2","MASCO2020_121104_SRC_EMASCO_121101_02","121104","Prepare financial reports, forecasts, and projections to support planning and decision-making.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1211-01","2026-08-29T10:41:52+00:00","M121101","121101","Budgeting/Financial Accounting Manager","https://emasco.mohr.gov.my/masco/1211-01","2020","reviewed_functional_equivalent","medium","318","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_121101_02","exact_occupation"
"M121104","3","MASCO2020_121104_SRC_EMASCO_121101_03","121104","Analyse financial performance, trends, and variances against budgets and targets.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1211-01","2026-08-29T10:41:52+00:00","M121101","121101","Budgeting/Financial Accounting Manager","https://emasco.mohr.gov.my/masco/1211-01","2020","reviewed_functional_equivalent","medium","318","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_121101_03","exact_occupation"
"M121104","4","MASCO2020_121104_SRC_EMASCO_121101_04","121104","Control and monitor expenditures to ensure efficient and cost-effective use of resources.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1211-01","2026-08-29T10:41:52+00:00","M121101","121101","Budgeting/Financial Accounting Manager","https://emasco.mohr.gov.my/masco/1211-01","2020","reviewed_functional_equivalent","medium","318","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_121101_04","exact_occupation"
"M121104","5","MASCO2020_121104_SRC_EMASCO_121101_05","121104","Provide financial analysis and advisory support to management on budgeting, costing, and investment decisions.","inherited_current_emasco_profile","eMASCO exact occupation detail (MASCO 2020 content)","","https://emasco.mohr.gov.my/masco/1211-01","2026-08-29T10:41:52+00:00","M121101","121101","Budgeting/Financial Accounting Manager","https://emasco.mohr.gov.my/masco/1211-01","2020","reviewed_functional_equivalent","medium","318","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","EMASCO_121101_05","exact_occupation"
